word,normalized_word,phonetic_uk,phonetic_us,source,status,confidence,review_note,occurrence_count,sample_occurrences
kangaroo,kangaroo,/ˌkæŋɡəˈuː/,/ˌkæŋɡərˈuː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/九年级上/Module 9
Karen,karen,/ˈkerən/,/ˈkerən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/七年级下/Lesson 3
Kate,kate,/ˈkeɪt/,/ˈkeɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/七年级上/Unit 3
Katie,katie,/ˈkeɪti/,/ˈkeɪti/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/九年级全一册/Unit 9
keep,keep,/ˈkiːp/,/ˈkiːp/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,外研版/九年级上/Module 9
keep a diary,keepadiary,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,科普版/九年级上/Unit 3|外研版/九年级上/Module 9
keep(..)away from... (,keepawayfrom,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,人教版/八年级上/Unit 8|人教版/九年级全一册/Unit 7
keep company with,keepcompanywith,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/八年级下/Unit 2
keeper,keeper,/ˈkiːpə/,/ˈkiːpər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/八年级上/Unit 4
keep •..in order,keepinorder,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/九年级上/Unit 1
keep in touch with..,keepintouchwith,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,科普版/九年级上/Unit 1
keep ..off,keepoff,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/八年级下/Unit 5
keep on doing sth,keepondoingsth,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/八年级上/Unit 6
keep one's balance,keeponesbalance,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/九年级下/Unit 5|沪教版/九年级下/Unit 6
keep one's cool,keeponescool,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/九年级全一册/Unit 9
keep one's head down,keeponesheaddown,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪外教版/七年级上/Unit 2
keep one's word,keeponesword,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/八年级下/Unit 5
keep quiet,keepquiet,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/八年级下/Unit 8|沪教版/八年级下/Unit 8
keep sb.,keepsb,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/九年级上/Module 9
keep secrets,keepsecrets,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/八年级上/Unit 1
keep still,keepstill,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/九年级上/Unit 5|沪教版/九年级上/Unit 8
Kelly,kelly,/ˈkeli/,/ˈkeli/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/八年级下/Unit 2
Kenya,kenya,/ˈkenjə/,/ˈkenjə/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/七年级下/Unit 5
Kevin,kevin,/ˈkevɪn/,/ˈkevɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,北师大版/七年级上/Lesson 3|人教版/九年级全一册/Unit 9
key,key,/ˈkiː/,/ˈkiː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,科普版/七年级下/Unit 9|人教版/七年级上/Book Vocabulary|外研版/七年级上/Unit 5|译林版/七年级上/Unit 7|译林版/八年级下/Unit 1
key Akix,keyakix,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,沪教版/七年级下/Unit 2
keyboard,keyboard,/ˈkiːˌbɔːd/,/ˈkiːˌbɔːrd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/八年级下/Lesson 1|沪外教版/八年级下/Unit 5|科普版/八年级上/Unit 2|科普版/九年级上/Unit 4|人教版/九年级全一册/Unit 9
key lki:/ adj.,keylkiadj,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/七年级下/Unit 8|冀教版/八年级上/Unit 4
key lki:/ n.,keylkin,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,北师大版/七年级上/Lesson 3
kg,kg,/krl/,/krl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/七年级下/Lesson 3
kick,kick,/ˈkɪk/,/ˈkɪk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/八年级上/Lesson 2|沪教版/七年级上/Unit 3|沪教版/七年级上/Unit 8|沪外教版/七年级下/Unit 8|冀教版/九年级全一册/Unit 1
kick sb.off,kicksboff,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/九年级全一册/Unit 9
kill,kill,/ˈkɪl/,/ˈkɪl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,沪教版/七年级下/Unit 7|沪教版/七年级下/Unit 8|沪外教版/七年级上/Unit 7|冀教版/八年级上/Unit 8|科普版/八年级下/Unit 8
kilo,kilo,/ˈkɪˌləʊ/,/ˈkɪˌloʊ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,冀教版/八年级上/Unit 8|科普版/七年级下/Unit 7|人教版/七年级上/Unit 7|译林版/七年级上/Unit 5
kilogram,kilogram,/ˈkɪləˌɡræm/,/ˈkɪləˌɡræm/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,沪教版/七年级上/Unit 5|沪教版/七年级上/Unit 8|外研版/八年级上/Unit 3
kilogramme,kilogramme,/'kilagram/,/'kilagram/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪外教版/八年级上/Unit 1|人教版/七年级上/Unit 7
kilometre,kilometre,/ˌkɪˈlɔːˌmʌtə/,/ˌkɪˈlɔːˌmʌtər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,7,沪教版/七年级上/Unit 5|沪教版/七年级上/Unit 8|冀教版/七年级上/Unit 8|教科版/七年级上/Unit 8|科普版/七年级下/Unit 8
ki'lomte(t)；kilometer),kilomtetkilometer,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/八年级上/Unit 3
kindergarten,kindergarten,/ˈkɪndəˌɡɑːtən/,/ˈkɪndərˌɡɑːrtən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,沪外教版/九年级上/Unit 1
kindness,kindness,/ˈkaɪndnəs/,/ˈkaɪndnəs/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,4,沪外教版/七年级下/Unit 5|科普版/八年级下/Unit 9|科普版/九年级下/Unit 5|外研版/九年级下/Module 8
king,king,/ˈkɪŋ/,/ˈkɪŋ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/九年级全一册/Unit 5|北师大版/九年级全一册/Unit 9|沪外教版/八年级下/Unit 6|冀教版/七年级下/Unit 6|教科版/七年级下/Unit 6
kingdom,kingdom,/ˈkɪŋdəm/,/ˈkɪŋdəm/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,科普版/九年级上/Unit 3|人教版/八年级下/Unit 7
King's Cross Station,kingscrossstation,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,北师大版/七年级下/Lesson 3
kiss,kiss,/ˈkɪs/,/ˈkɪs/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,11,北师大版/九年级全一册/Lesson 1|北师大版/九年级全一册/Unit 9|沪教版/七年级下/Unit 8|沪外教版/八年级下/Unit 2|冀教版/八年级下/Unit 2
kit,kit,/ˈkɪt/,/ˈkɪt/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/八年级下/Unit 9
km,km,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,北师大版/七年级下/Lesson 3
km (= kilometre,kmkilometre,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/八年级上/Unit 3
knee,knee,/ˈniː/,/ˈniː/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/八年级上/Lesson 1|沪教版/九年级上/Unit 8|沪教版/九年级上/Unit 8|冀教版/七年级下/Unit 5|冀教版/九年级全一册/Unit 3
knife,knife,/ˈnaɪf/,/ˈnaɪf/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/八年级上/Lesson 1|沪外教版/八年级下/Unit 3|冀教版/八年级上/Unit 5|冀教版/九年级全一册/Unit 3|科普版/七年级上/Unit 3
knite,knite,/naut/,/naut/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,译林版/七年级下/Unit 4
knock,knock,/ˈnɑːk/,/ˈnɑːk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/七年级下/Lesson 3|冀教版/九年级全一册/Unit 4|科普版/七年级下/Unit 8|人教版/九年级全一册/Unit 9|外研版/八年级上/Unit 2
knock around(,knockaround,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/七年级上/Unit 5
knock down,knockdown,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,外研版/八年级上/Unit 2
knowledge,knowledge,/ˈnɑːlədʒ/,/ˈnɑːlədʒ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,10,北师大版/八年级上/Lesson 3|沪教版/七年级下/Unit 3|沪教版/七年级下/Unit 8|冀教版/八年级下/Unit 5|科普版/八年级上/Unit 1
known,known,/ˈnəʊn/,/ˈnoʊn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/七年级上/Unit 8|教科版/七年级上/Unit 8
Korea,korea,/ˌkɔːˈriːə/,/ˌkɔːˈriːə/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/九年级上/Unit 4
Korean,korean,/ˌkɔːˈriːən/,/ˌkɔːˈriːən/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/八年级下/Unit 9
kowtow,kowtow,/ˈkaʊˈtaʊ/,/ˈkaʊˈtaʊ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/九年级上/Unit 3
kung fu,kungfu,/kan fu:/,/kan fu:/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,北师大版/八年级上/Unit 1|沪外教版/七年级上/Unit 4|科普版/八年级下/Unit 9|人教版/八年级下/Unit 1|译林版/九年级上/Unit 7
Kung Fu Panda《,kungfupanda,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,人教版/九年级全一册/Unit 9
Kyle,kyle,/ˈkaɪl/,/ˈkaɪl/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/八年级下/Lesson 3
lab,lab,/ˈlæb/,/ˈlæb/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,北师大版/七年级上/Lesson 3|北师大版/九年级全一册/Unit 8|北师大版/九年级全一册/Unit 9|沪教版/八年级下/Unit 7|沪教版/八年级下/Unit 8
laboratory,laboratory,/ˈlæbrəˌtɔːri/,/ˈlæbrəˌtɔːri/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,沪外教版/八年级上/Unit 2|人教版/九年级全一册/Unit 8|译林版/九年级下/Unit 2
laborer,laborer,/ˈleɪbəə/,/ˈleɪbərər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/九年级上/Unit 1
labour,labour,/ˈleɪbə/,/ˈleɪbər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,冀教版/八年级上/Unit 2
lack,lack,/ˈlæk/,/ˈlæk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,北师大版/八年级下/Unit 5
ladder,ladder,/ˈlædə/,/ˈlædər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,3,冀教版/八年级下/Unit 2|人教版/八年级下/Unit 4|外研版/八年级下/Unit 3
lady,lady,/ˈleɪdi/,/ˈleɪdi/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,沪外教版/八年级上/Unit 3|冀教版/七年级上/Unit 4|教科版/七年级上/Unit 4|科普版/七年级下/Unit 9|人教版/八年级下/Unit 8
Lake Baikal,lakebaikal,/'baikel/,/'baikel/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,人教版/八年级下/Unit 4
lamp,lamp,/ˈlæmp/,/ˈlæmp/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,5,沪外教版/八年级上/Unit 6|冀教版/七年级上/Unit 6|教科版/七年级上/Unit 6|外研版/八年级下/Unit 2|译林版/八年级上/Unit 4
land,land,/ˈlænd/,/ˈlænd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,北师大版/九年级全一册/Lesson 4|北师大版/九年级全一册/Unit 9|沪外教版/七年级上/Unit 7|冀教版/八年级上/Unit 8|科普版/七年级下/Unit 8
land Alaend,landalaend,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,译林版/九年级下/Unit 2
land Alzend,landalzend,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,1,北师大版/七年级下/Lesson 2
lander,lander,/ˈlændə/,/ˈlændər/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,沪教版/七年级上/Unit 5|沪教版/七年级上/Unit 8
landing site,landingsite,,,current-wordbook-candidate,missing,low,未找到可展示 IPA，前端将显示待校验,2,沪教版/八年级下/Unit 8|沪教版/八年级下/Unit 8
landlord,landlord,/ˈlændˌlɔːd/,/ˈlændˌlɔːrd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,1,科普版/八年级下/Unit 9
landmark,landmark,/ˈlændˌmɑːk/,/ˈlændˌmɑːrk/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,6,北师大版/七年级下/Unit 4|北师大版/九年级全一册/Unit 9|沪教版/七年级下/Unit 6|沪教版/七年级下/Unit 8|科普版/八年级上/Unit 5
landscape,landscape,/ˈlændˌskeɪp/,/ˈlændˌskeɪp/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,8,沪教版/七年级上/Unit 6|沪教版/七年级上/Unit 8|沪外教版/七年级上/Unit 5|冀教版/七年级上/Unit 8|教科版/七年级上/Unit 8
landslide,landslide,/ˈlændˌslaɪd/,/ˈlændˌslaɪd/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/八年级下/Unit 8|人教版/八年级下/Unit 5
lane,lane,/ˈleɪn/,/ˈleɪn/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,2,冀教版/八年级下/Unit 4|外研版/八年级上/Unit 2
language,language,/ˈlæŋɡwədʒ/,/ˈlæŋɡwədʒ/,current-wordbook-candidate,needs_review,medium,当前为导入/修复候选音标，未做教研审核,9,北师大版/七年级上/Lesson 3|沪教版/七年级上/Unit 8|沪教版/七年级上/Unit 8|沪外教版/七年级下/Unit 2|冀教版/七年级上/Unit 1
