word,normalized_word,chunks,phonics,rule_tags,status,confidence,review_note
passport,passport,p|a|s|s|p|or|t,/p/|待复核|待复核|待复核|/p/|/ɔː/|/t/,letter:p|letter:a|letter:s|letter:s|letter:p|grapheme:or|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
pass sth down,passsthdown,p|a|s|s|s|th|d|ow|n,/p/|待复核|待复核|待复核|待复核|待复核|/d/|待复核|/n/,letter:p|letter:a|letter:s|letter:s|letter:s|grapheme:th|letter:d|grapheme:ow|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
pass through,passthrough,p|a|s|s|th|r|ough,/p/|待复核|待复核|待复核|待复核|/r/|待复核,letter:p|letter:a|letter:s|letter:s|grapheme:th|letter:r|grapheme:ough,needs_review,low,含多音字母或多音字母组合，需教研确认
password,password,p|a|s|s|w|or|d,/p/|待复核|待复核|待复核|/w/|/ɔː/|/d/,letter:p|letter:a|letter:s|letter:s|letter:w|grapheme:or|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
past,past,p|a|s|t,/p/|待复核|待复核|/t/,letter:p|letter:a|letter:s|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
past continuous tense,pastcontinuoustense,p|a|s|t|c|o|n|t|i|n|u|ou|s|t|e|n|s|e,/p/|待复核|待复核|/t/|待复核|待复核|/n/|/t/|待复核|/n/|待复核|待复核|待复核|/t/|待复核|/n/|待复核|silent,letter:p|letter:a|letter:s|letter:t|letter:c|letter:o|letter:n|letter:t|letter:i|letter:n|letter:u|grapheme:ou|letter:s|letter:t|letter:e|letter:n|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
pasteurize,pasteurize,p|a|s|t|e|ur|i|z|e,/p/|待复核|待复核|/t/|待复核|/ɜː/|待复核|/z/|silent,letter:p|letter:a|letter:s|letter:t|letter:e|grapheme:ur|letter:i|letter:z|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Past participle,pastparticiple,p|a|s|t|p|ar|t|i|c|i|p|l|e,/p/|待复核|待复核|/t/|/p/|/ɑː/|/t/|待复核|待复核|待复核|/p/|/l/|silent,letter:p|letter:a|letter:s|letter:t|letter:p|grapheme:ar|letter:t|letter:i|letter:c|letter:i|letter:p|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
patent,patent,p|a|t|e|n|t,/p/|待复核|/t/|待复核|/n/|/t/,letter:p|letter:a|letter:t|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
path,path,p|a|th,/p/|待复核|待复核,letter:p|letter:a|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
patience,patience,p|a|t|i|e|n|c|e,/p/|待复核|/t/|待复核|待复核|/n/|待复核|silent,letter:p|letter:a|letter:t|letter:i|letter:e|letter:n|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
patient,patient,p|a|t|i|e|n|t,/p/|待复核|/t/|待复核|待复核|/n/|/t/,letter:p|letter:a|letter:t|letter:i|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
patiently,patiently,p|a|t|i|e|n|t|l|y,/p/|待复核|/t/|待复核|待复核|/n/|/t/|/l/|待复核,letter:p|letter:a|letter:t|letter:i|letter:e|letter:n|letter:t|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
pattern,pattern,p|a|t|t|er|n,/p/|待复核|/t/|/t/|/ə/|/n/,letter:p|letter:a|letter:t|letter:t|grapheme:er|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
Paul,paul,p|a|u|l,/p/|待复核|待复核|/l/,letter:p|letter:a|letter:u|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
Paula,paula,p|a|u|l|a,/p/|待复核|待复核|/l/|待复核,letter:p|letter:a|letter:u|letter:l|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
Pauline,pauline,p|a|u|l|i|n|e,/p/|待复核|待复核|/l/|待复核|/n/|silent,letter:p|letter:a|letter:u|letter:l|letter:i|letter:n|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Pauper,pauper,p|a|u|p|er,/p/|待复核|待复核|/p/|/ə/,letter:p|letter:a|letter:u|letter:p|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
pay,pay,p|ay,/p/|/eɪ/,letter:p|grapheme:ay,candidate,medium,规则候选，需抽检后改为 reviewed
pay attention,payattention,p|ay|a|t|t|e|n|t|i|o|n,/p/|/eɪ/|待复核|/t/|/t/|待复核|/n/|/t/|待复核|待复核|/n/,letter:p|grapheme:ay|letter:a|letter:t|letter:t|letter:e|letter:n|letter:t|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
pay attention (to ...),payattentionto,p|ay|a|t|t|e|n|t|i|o|n|t|o,/p/|/eɪ/|待复核|/t/|/t/|待复核|/n/|/t/|待复核|待复核|/n/|/t/|待复核,letter:p|grapheme:ay|letter:a|letter:t|letter:t|letter:e|letter:n|letter:t|letter:i|letter:o|letter:n|letter:t|letter:o,needs_review,low,含多音字母或多音字母组合，需教研确认
pay for,payfor,p|ay|f|or,/p/|/eɪ/|/f/|/ɔː/,letter:p|grapheme:ay|letter:f|grapheme:or,candidate,medium,规则候选，需抽检后改为 reviewed
payment,payment,p|ay|m|e|n|t,/p/|/eɪ/|/m/|待复核|/n/|/t/,letter:p|grapheme:ay|letter:m|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
pay off,payoff,p|ay|o|f|f,/p/|/eɪ/|待复核|/f/|/f/,letter:p|grapheme:ay|letter:o|letter:f|letter:f,needs_review,low,含多音字母或多音字母组合，需教研确认
pea,pea,p|ea,/p/|待复核,letter:p|grapheme:ea,needs_review,low,含多音字母或多音字母组合，需教研确认
peace,peace,p|ea|c|e,/p/|待复核|待复核|silent,letter:p|grapheme:ea|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
peaceful,peaceful,p|ea|c|e|f|u|l,/p/|待复核|待复核|待复核|/f/|待复核|/l/,letter:p|grapheme:ea|letter:c|letter:e|letter:f|letter:u|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
peacefully,peacefully,p|ea|c|e|f|u|l|l|y,/p/|待复核|待复核|待复核|/f/|待复核|/l/|/l/|待复核,letter:p|grapheme:ea|letter:c|letter:e|letter:f|letter:u|letter:l|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
peacock,peacock,p|ea|c|o|ck,/p/|待复核|待复核|待复核|/k/,letter:p|grapheme:ea|letter:c|letter:o|grapheme:ck,needs_review,low,含多音字母或多音字母组合，需教研确认
peak,peak,p|ea|k,/p/|待复核|/k/,letter:p|grapheme:ea|letter:k,needs_review,low,含多音字母或多音字母组合，需教研确认
peanut,peanut,p|ea|n|u|t,/p/|待复核|/n/|待复核|/t/,letter:p|grapheme:ea|letter:n|letter:u|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
pear,pear,p|ear,/p/|待复核,letter:p|grapheme:ear,needs_review,low,含多音字母或多音字母组合，需教研确认
peasant,peasant,p|ea|s|a|n|t,/p/|待复核|待复核|待复核|/n/|/t/,letter:p|grapheme:ea|letter:s|letter:a|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
pebble,pebble,p|e|b|b|l|e,/p/|待复核|/b/|/b/|/l/|silent,letter:p|letter:e|letter:b|letter:b|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
pedestrian,pedestrian,p|e|d|e|s|t|r|i|a|n,/p/|待复核|/d/|待复核|待复核|/t/|/r/|待复核|待复核|/n/,letter:p|letter:e|letter:d|letter:e|letter:s|letter:t|letter:r|letter:i|letter:a|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
peek,peek,p|ee|k,/p/|/iː/|/k/,letter:p|grapheme:ee|letter:k,candidate,medium,规则候选，需抽检后改为 reviewed
peephole,peephole,p|ee|ph|o|l|e,/p/|/iː/|/f/|待复核|/l/|silent,letter:p|grapheme:ee|grapheme:ph|letter:o|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
peer,peer,p|eer,/p/|/ɪə/,letter:p|grapheme:eer,candidate,medium,规则候选，需抽检后改为 reviewed
pencil case,pencilcase,p|e|n|c|i|l|c|a|s|e,/p/|待复核|/n/|待复核|待复核|/l/|待复核|待复核|待复核|silent,letter:p|letter:e|letter:n|letter:c|letter:i|letter:l|letter:c|letter:a|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
penguin,penguin,p|e|ng|u|i|n,/p/|待复核|/ŋ/|待复核|待复核|/n/,letter:p|letter:e|grapheme:ng|letter:u|letter:i|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
penicillin,penicillin,p|e|n|i|c|i|l|l|i|n,/p/|待复核|/n/|待复核|待复核|待复核|/l/|/l/|待复核|/n/,letter:p|letter:e|letter:n|letter:i|letter:c|letter:i|letter:l|letter:l|letter:i|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
peninsula,peninsula,p|e|n|i|n|s|u|l|a,/p/|待复核|/n/|待复核|/n/|待复核|待复核|/l/|待复核,letter:p|letter:e|letter:n|letter:i|letter:n|letter:s|letter:u|letter:l|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
penny,penny,p|e|n|n|y,/p/|待复核|/n/|/n/|待复核,letter:p|letter:e|letter:n|letter:n|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
peony,peony,p|e|o|n|y,/p/|待复核|待复核|/n/|待复核,letter:p|letter:e|letter:o|letter:n|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
people,people,p|e|o|p|l|e,/p/|待复核|待复核|/p/|/l/|silent,letter:p|letter:e|letter:o|letter:p|letter:l|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
pepper,pepper,p|e|p|p|er,/p/|待复核|/p/|/p/|/ə/,letter:p|letter:e|letter:p|letter:p|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
per,per,p|er,/p/|/ə/,letter:p|grapheme:er,candidate,medium,规则候选，需抽检后改为 reviewed
per cent,percent,p|er|c|e|n|t,/p/|/ə/|待复核|待复核|/n/|/t/,letter:p|grapheme:er|letter:c|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
percentage,percentage,p|er|c|e|n|t|a|g|e,/p/|/ə/|待复核|待复核|/n/|/t/|待复核|待复核|silent,letter:p|grapheme:er|letter:c|letter:e|letter:n|letter:t|letter:a|letter:g|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
perfect,perfect,p|er|f|e|c|t,/p/|/ə/|/f/|待复核|待复核|/t/,letter:p|grapheme:er|letter:f|letter:e|letter:c|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
perfomming aurts,perfommingaurts,p|er|f|o|m|m|i|ng|a|ur|t|s,/p/|/ə/|/f/|待复核|/m/|/m/|待复核|/ŋ/|待复核|/ɜː/|/t/|待复核,letter:p|grapheme:er|letter:f|letter:o|letter:m|letter:m|letter:i|grapheme:ng|letter:a|grapheme:ur|letter:t|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
perform,perform,p|er|f|or|m,/p/|/ə/|/f/|/ɔː/|/m/,letter:p|grapheme:er|letter:f|grapheme:or|letter:m,candidate,medium,规则候选，需抽检后改为 reviewed
performance,performance,p|er|f|or|m|a|n|c|e,/p/|/ə/|/f/|/ɔː/|/m/|待复核|/n/|待复核|silent,letter:p|grapheme:er|letter:f|grapheme:or|letter:m|letter:a|letter:n|letter:c|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
perhaps,perhaps,p|er|h|a|p|s,/p/|/ə/|/h/|待复核|/p/|待复核,letter:p|grapheme:er|letter:h|letter:a|letter:p|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
period,period,p|er|i|o|d,/p/|/ə/|待复核|待复核|/d/,letter:p|grapheme:er|letter:i|letter:o|letter:d,needs_review,low,含多音字母或多音字母组合，需教研确认
permanent,permanent,p|er|m|a|n|e|n|t,/p/|/ə/|/m/|待复核|/n/|待复核|/n/|/t/,letter:p|grapheme:er|letter:m|letter:a|letter:n|letter:e|letter:n|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
permission,permission,p|er|m|i|s|s|i|o|n,/p/|/ə/|/m/|待复核|待复核|待复核|待复核|待复核|/n/,letter:p|grapheme:er|letter:m|letter:i|letter:s|letter:s|letter:i|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
person,person,p|er|s|o|n,/p/|/ə/|待复核|待复核|/n/,letter:p|grapheme:er|letter:s|letter:o|letter:n,needs_review,low,含多音字母或多音字母组合，需教研确认
personal,personal,p|er|s|o|n|a|l,/p/|/ə/|待复核|待复核|/n/|待复核|/l/,letter:p|grapheme:er|letter:s|letter:o|letter:n|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
personality,personality,p|er|s|o|n|a|l|i|t|y,/p/|/ə/|待复核|待复核|/n/|待复核|/l/|待复核|/t/|待复核,letter:p|grapheme:er|letter:s|letter:o|letter:n|letter:a|letter:l|letter:i|letter:t|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
personally,personally,p|er|s|o|n|a|l|l|y,/p/|/ə/|待复核|待复核|/n/|待复核|/l/|/l/|待复核,letter:p|grapheme:er|letter:s|letter:o|letter:n|letter:a|letter:l|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
persuade,persuade,p|er|s|u|a|d|e,/p/|/ə/|待复核|待复核|待复核|/d/|silent,letter:p|grapheme:er|letter:s|letter:u|letter:a|letter:d|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Perth,perth,p|er|th,/p/|/ə/|待复核,letter:p|grapheme:er|grapheme:th,needs_review,low,含多音字母或多音字母组合，需教研确认
pertorm,pertorm,p|er|t|or|m,/p/|/ə/|/t/|/ɔː/|/m/,letter:p|grapheme:er|letter:t|grapheme:or|letter:m,candidate,medium,规则候选，需抽检后改为 reviewed
Peru,peru,p|er|u,/p/|/ə/|待复核,letter:p|grapheme:er|letter:u,needs_review,low,含多音字母或多音字母组合，需教研确认
pest,pest,p|e|s|t,/p/|待复核|待复核|/t/,letter:p|letter:e|letter:s|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
pesticide,pesticide,p|e|s|t|i|c|i|d|e,/p/|待复核|待复核|/t/|待复核|待复核|待复核|/d/|silent,letter:p|letter:e|letter:s|letter:t|letter:i|letter:c|letter:i|letter:d|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Peter,peter,p|e|t|er,/p/|待复核|/t/|/ə/,letter:p|letter:e|letter:t|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
petrol,petrol,p|e|t|r|o|l,/p/|待复核|/t/|/r/|待复核|/l/,letter:p|letter:e|letter:t|letter:r|letter:o|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
petroleum,petroleum,p|e|t|r|o|l|e|u|m,/p/|待复核|/t/|/r/|待复核|/l/|待复核|待复核|/m/,letter:p|letter:e|letter:t|letter:r|letter:o|letter:l|letter:e|letter:u|letter:m,needs_review,low,含多音字母或多音字母组合，需教研确认
Philippines,philippines,ph|i|l|i|p|p|i|n|e|s,/f/|待复核|/l/|待复核|/p/|/p/|待复核|/n/|待复核|待复核,grapheme:ph|letter:i|letter:l|letter:i|letter:p|letter:p|letter:i|letter:n|letter:e|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
philosopher,philosopher,ph|i|l|o|s|o|ph|er,/f/|待复核|/l/|待复核|待复核|待复核|/f/|/ə/,grapheme:ph|letter:i|letter:l|letter:o|letter:s|letter:o|grapheme:ph|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
Philosopher's,philosophers,ph|i|l|o|s|o|ph|er|s,/f/|待复核|/l/|待复核|待复核|待复核|/f/|/ə/|待复核,grapheme:ph|letter:i|letter:l|letter:o|letter:s|letter:o|grapheme:ph|grapheme:er|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
Phonetic symbols a,phoneticsymbolsa,ph|o|n|e|t|i|c|s|y|m|b|o|l|s|a,/f/|待复核|/n/|待复核|/t/|待复核|待复核|待复核|待复核|/m/|/b/|待复核|/l/|待复核|待复核,grapheme:ph|letter:o|letter:n|letter:e|letter:t|letter:i|letter:c|letter:s|letter:y|letter:m|letter:b|letter:o|letter:l|letter:s|letter:a,needs_review,low,含多音字母或多音字母组合，需教研确认
photographer,photographer,ph|o|t|o|g|r|a|ph|er,/f/|待复核|/t/|待复核|待复核|/r/|待复核|/f/|/ə/,grapheme:ph|letter:o|letter:t|letter:o|letter:g|letter:r|letter:a|grapheme:ph|grapheme:er,needs_review,low,含多音字母或多音字母组合，需教研确认
photographic,photographic,ph|o|t|o|g|r|a|ph|i|c,/f/|待复核|/t/|待复核|待复核|/r/|待复核|/f/|待复核|待复核,grapheme:ph|letter:o|letter:t|letter:o|letter:g|letter:r|letter:a|grapheme:ph|letter:i|letter:c,needs_review,low,含多音字母或多音字母组合，需教研确认
photography,photography,ph|o|t|o|g|r|a|ph|y,/f/|待复核|/t/|待复核|待复核|/r/|待复核|/f/|待复核,grapheme:ph|letter:o|letter:t|letter:o|letter:g|letter:r|letter:a|grapheme:ph|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
photosynthesis,photosynthesis,ph|o|t|o|s|y|n|th|e|s|i|s,/f/|待复核|/t/|待复核|待复核|待复核|/n/|待复核|待复核|待复核|待复核|待复核,grapheme:ph|letter:o|letter:t|letter:o|letter:s|letter:y|letter:n|grapheme:th|letter:e|letter:s|letter:i|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
phrase,phrase,ph|r|a|s|e,/f/|/r/|待复核|待复核|silent,grapheme:ph|letter:r|letter:a|letter:s|silent-e,needs_review,low,含多音字母或多音字母组合，需教研确认
Phuket,phuket,ph|u|k|e|t,/f/|待复核|/k/|待复核|/t/,grapheme:ph|letter:u|letter:k|letter:e|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
physical,physical,ph|y|s|i|c|a|l,/f/|待复核|待复核|待复核|待复核|待复核|/l/,grapheme:ph|letter:y|letter:s|letter:i|letter:c|letter:a|letter:l,needs_review,low,含多音字母或多音字母组合，需教研确认
physically,physically,ph|y|s|i|c|a|l|l|y,/f/|待复核|待复核|待复核|待复核|待复核|/l/|/l/|待复核,grapheme:ph|letter:y|letter:s|letter:i|letter:c|letter:a|letter:l|letter:l|letter:y,needs_review,low,含多音字母或多音字母组合，需教研确认
physics,physics,ph|y|s|i|c|s,/f/|待复核|待复核|待复核|待复核|待复核,grapheme:ph|letter:y|letter:s|letter:i|letter:c|letter:s,needs_review,low,含多音字母或多音字母组合，需教研确认
pianist,pianist,p|i|a|n|i|s|t,/p/|待复核|待复核|/n/|待复核|待复核|/t/,letter:p|letter:i|letter:a|letter:n|letter:i|letter:s|letter:t,needs_review,low,含多音字母或多音字母组合，需教研确认
pick,pick,p|i|ck,/p/|待复核|/k/,letter:p|letter:i|grapheme:ck,needs_review,low,含多音字母或多音字母组合，需教研确认
pick up,pickup,p|i|ck|u|p,/p/|待复核|/k/|待复核|/p/,letter:p|letter:i|grapheme:ck|letter:u|letter:p,needs_review,low,含多音字母或多音字母组合，需教研确认
